node_i,pos (x),pos (y),commodity (k),index,supply (s),demand (d),importance (w)
80,736945,7215890,Other non-metallic mineral,9,-130129,0,5
80,736945,7215890,Petroleum Products,7,0,3965081,5
80,736945,7215890,Return materials and recycling,14,0,1621904,5
80,736945,7215890,"Textile, leather",5,0,76,5
81,736499,7223817,Fabricated metal products,10,0,20115466,5
81,736499,7223817,"Food, beverage, tobacco",4,0,416755,5
81,736499,7223817,Ore,3,-74361794,0,5
81,736499,7223817,Other non-metallic mineral,9,0,2972972,5
81,736499,7223817,Petroleum Products,7,0,1942793,5
81,736499,7223817,Return materials and recycling,14,-528083,0,5
81,736499,7223817,"Textile, leather",5,-179,0,5
81,736499,7223817,Transport equipment,12,-2133933,0,5
82,737039,7235123,"Agriculture, forest, fishing",1,-9799985,0,5
82,737039,7235123,"Chemicals, rubber, plastics",8,-2282968,0,5
82,737039,7235123,"Food, beverage, tobacco",4,-541813,0,5
82,737039,7235123,Machinery and equipment,11,0,132442,5
82,737039,7235123,Return materials and recycling,14,-1133155,0,5
82,737039,7235123,"Textile, leather",5,-113,0,5
82,737039,7235123,"Wood, cork, pulp, paper",6,0,13967262,5
83,737978,7243950,"Agriculture, forest, fishing",1,-20005848,0,5
83,737978,7243950,"Food, beverage, tobacco",4,0,79486,5
83,737978,7243950,Other non-metallic mineral,9,0,2080345,5
83,737978,7243950,Petroleum Products,7,-4340717,0,5
83,737978,7243950,"Textile, leather",5,0,100,5
83,737978,7243950,Transport equipment,12,-2349623,0,5
83,737978,7243950,"Wood, cork, pulp, paper",6,-8974630,0,5
84,742990,7251890,Fabricated metal products,10,0,12232947,5
84,742990,7251890,"Food, beverage, tobacco",4,0,845511,5
84,742990,7251890,Machinery and equipment,11,0,87468,5
84,742990,7251890,Transport equipment,12,-2225410,0,5
85,747853,7261014,"Chemicals, rubber, plastics",8,0,3464683,5
85,747853,7261014,"Food, beverage, tobacco",4,-411830,0,5
85,747853,7261014,"Furniture, other manufacture",13,-83512,0,5
85,747853,7261014,Machinery and equipment,11,0,188946,5
85,747853,7261014,Ore,3,-78831178,0,5
85,747853,7261014,Other non-metallic mineral,9,0,853868,5
85,747853,7261014,Return materials and recycling,14,0,235019,5
85,747853,7261014,"Textile, leather",5,0,61,5
85,747853,7261014,Transport equipment,12,-2276752,0,5
86,751479,7269103,"Agriculture, forest, fishing",1,-15797636,0,5
86,751479,7269103,Fabricated metal products,10,-10404825,0,5
86,751479,7269103,"Food, beverage, tobacco",4,-9325,0,5
86,751479,7269103,"Furniture, other manufacture",13,-137598,0,5
86,751479,7269103,Other non-metallic mineral,9,0,610161,5
86,751479,7269103,Return materials and recycling,14,0,1168188,5
86,751479,7269103,Transport equipment,12,-2950949,0,5
86,751479,7269103,"Wood, cork, pulp, paper",6,-7535748,0,5
87,753975,7274801,"Food, beverage, tobacco",4,0,965506,5
87,753975,7274801,"Furniture, other manufacture",13,0,217205,5
87,753975,7274801,Other non-metallic mineral,9,-920866,0,5
87,753975,7274801,Petroleum Products,7,0,734471,5
87,753975,7274801,"Textile, leather",5,0,53,5
87,753975,7274801,"Wood, cork, pulp, paper",6,-20119417,0,5
88,759099,7284504,"Agriculture, forest, fishing",1,0,46111760,5
88,759099,7284504,"Chemicals, rubber, plastics",8,-5459372,0,5
88,759099,7284504,Fabricated metal products,10,0,21086589,5
88,759099,7284504,Ore,3,0,40281065,5
88,759099,7284504,Other non-metallic mineral,9,0,2771299,5
88,759099,7284504,Return materials and recycling,14,-1023913,0,5
88,759099,7284504,"Textile, leather",5,0,73,5
88,759099,7284504,Transport equipment,12,0,7819301,5
89,763909,7291725,"Agriculture, forest, fishing",1,-17470167,0,5
89,763909,7291725,"Chemicals, rubber, plastics",8,0,1476482,5
89,763909,7291725,Fabricated metal products,10,-22063706,0,5
89,763909,7291725,"Furniture, other manufacture",13,-303255,0,5
89,763909,7291725,Machinery and equipment,11,-238626,0,5
89,763909,7291725,Return materials and recycling,14,-460090,0,5
89,763909,7291725,"Textile, leather",5,-56,0,5
89,763909,7291725,Transport equipment,12,-2114670,0,5
90,769352,7295111,"Agriculture, forest, fishing",1,0,20774594,5
90,769352,7295111,Fabricated metal products,10,-23057210,0,5
90,769352,7295111,"Food, beverage, tobacco",4,-66336,0,5
90,769352,7295111,Machinery and equipment,11,0,606964,5
90,769352,7295111,Ore,3,0,56702648,5
90,769352,7295111,Other non-metallic mineral,9,-1220545,0,5
90,769352,7295111,"Textile, leather",5,-91,0,5
90,769352,7295111,"Wood, cork, pulp, paper",6,0,8817968,5
91,775107,7297175,"Agriculture, forest, fishing",1,-86117244,0,5
91,775107,7297175,"Chemicals, rubber, plastics",8,0,2865215,5
91,775107,7297175,"Food, beverage, tobacco",4,-1139295,0,5
91,775107,7297175,"Furniture, other manufacture",13,-161873,0,5
91,775107,7297175,Machinery and equipment,11,0,284962,5
91,775107,7297175,Ore,3,-70528671,0,5
91,775107,7297175,Other non-metallic mineral,9,0,2503014,5
91,775107,7297175,"Textile, leather",5,-5,0,5
91,775107,7297175,"Wood, cork, pulp, paper",6,-4443763,0,5
92,779976,7302528,Fabricated metal products,10,0,26520498,5
92,779976,7302528,"Food, beverage, tobacco",4,-57406,0,5
92,779976,7302528,"Furniture, other manufacture",13,-413675,0,5
92,779976,7302528,Ore,3,-53798515,0,5
92,779976,7302528,Other non-metallic mineral,9,-621513,0,5
92,779976,7302528,Petroleum Products,7,-10171542,0,5
92,779976,7302528,Return materials and recycling,14,-708477,0,5
92,779976,7302528,"Textile, leather",5,-9,0,5
92,779976,7302528,"Wood, cork, pulp, paper",6,0,29224563,5
93,784589,7309851,"Chemicals, rubber, plastics",8,-215954,0,5
93,784589,7309851,"Food, beverage, tobacco",4,-1291230,0,5
93,784589,7309851,Ore,3,-118105399,0,5
93,784589,7309851,Return materials and recycling,14,0,3552484,5
93,784589,7309851,Transport equipment,12,-205912,0,5
94,791976,7316923,"Food, beverage, tobacco",4,0,90372,5
94,791976,7316923,"Furniture, other manufacture",13,-123882,0,5
94,791976,7316923,Ore,3,0,42777189,5
94,791976,7316923,Return materials and recycling,14,-980895,0,5
94,791976,7316923,"Wood, cork, pulp, paper",6,0,11869694,5
95,798077,7315754,"Agriculture, forest, fishing",1,-4372520,0,5
95,798077,7315754,"Food, beverage, tobacco",4,-414910,0,5
95,798077,7315754,Ore,3,0,28840368,5
95,798077,7315754,Return materials and recycling,14,0,2007616,5
95,798077,7315754,"Textile, leather",5,-44,0,5
96,730993,7104407,"Chemicals, rubber, plastics",8,-7256905,0,5
96,730993,7104407,"Food, beverage, tobacco",4,0,1055308,5
96,730993,7104407,Machinery and equipment,11,-506317,0,5
96,730993,7104407,Other non-metallic mineral,9,0,1326178,5
96,730993,7104407,Petroleum Products,7,0,8647975,5
96,730993,7104407,Return materials and recycling,14,-726916,0,5
96,730993,7104407,"Textile, leather",5,0,71,5
96,730993,7104407,Transport equipment,12,-5208152,0,5
96,730993,7104407,"Wood, cork, pulp, paper",6,0,53710647,5
97,727820,7116492,"Agriculture, forest, fishing",1,0,37741190,5
97,727820,7116492,"Chemicals, rubber, plastics",8,-1061998,0,5
97,727820,7116492,"Food, beverage, tobacco",4,0,225622,5
97,727820,7116492,Machinery and equipment,11,-369619,0,5
97,727820,7116492,Other non-metallic mineral,9,-2531795,0,5
97,727820,7116492,Petroleum Products,7,0,8220786,5
97,727820,7116492,Return materials and recycling,14,-2527339,0,5
97,727820,7116492,"Textile, leather",5,-47,0,5
97,727820,7116492,Transport equipment,12,-3638810,0,5
97,727820,7116492,"Wood, cork, pulp, paper",6,0,10795910,5
98,728727,7128236,"Agriculture, forest, fishing",1,-80120988,0,5
98,728727,7128236,Fabricated metal products,10,0,27069923,5
98,728727,7128236,"Food, beverage, tobacco",4,-50545,0,5
98,728727,7128236,"Furniture, other manufacture",13,-147691,0,5
98,728727,7128236,Machinery and equipment,11,0,124554,5
98,728727,7128236,Other non-metallic mineral,9,-1458228,0,5
98,728727,7128236,"Textile, leather",5,0,121,5
98,728727,7128236,"Wood, cork, pulp, paper",6,-12290328,0,5
99,723637,7139196,"Agriculture, forest, fishing",1,-23547647,0,5
99,723637,7139196,"Chemicals, rubber, plastics",8,0,8718673,5
99,723637,7139196,Fabricated metal products,10,0,9230449,5
99,723637,7139196,"Food, beverage, tobacco",4,-721972,0,5
99,723637,7139196,Ore,3,0,126589911,5
99,723637,7139196,Petroleum Products,7,-24646395,0,5
99,723637,7139196,"Textile, leather",5,-53,0,5
100,724398,7150980,"Agriculture, forest, fishing",1,0,6091114,5
100,724398,7150980,Fabricated metal products,10,0,17413403,5
100,724398,7150980,"Food, beverage, tobacco",4,-423085,0,5
100,724398,7150980,"Furniture, other manufacture",13,0,233999,5
100,724398,7150980,Machinery and equipment,11,-273253,0,5
100,724398,7150980,Ore,3,0,103693884,5
100,724398,7150980,Other non-metallic mineral,9,-1686539,0,5
100,724398,7150980,Petroleum Products,7,0,329789,5
100,724398,7150980,"Textile, leather",5,-100,0,5
100,724398,7150980,Transport equipment,12,0,4102583,5
101,730899,7161058,"Food, beverage, tobacco",4,-1052688,0,5
101,730899,7161058,"Furniture, other manufacture",13,0,108297,5
101,730899,7161058,Machinery and equipment,11,0,103132,5
101,730899,7161058,Ore,3,-71294191,0,5
101,730899,7161058,Return materials and recycling,14,0,2541190,5
101,730899,7161058,"Textile, leather",5,0,125,5
101,730899,7161058,Transport equipment,12,-2212292,0,5
102,736093,7168498,"Agriculture, forest, fishing",1,-19876938,0,5
102,736093,7168498,"Food, beverage, tobacco",4,0,347249,5
102,736093,7168498,"Furniture, other manufacture",13,0,398088,5
102,736093,7168498,Machinery and equipment,11,-314988,0,5
102,736093,7168498,Ore,3,-75429874,0,5
103,737789,7174964,"Chemicals, rubber, plastics",8,0,783356,5
103,737789,7174964,"Food, beverage, tobacco",4,0,618542,5
103,737789,7174964,Other non-metallic mineral,9,-2146012,0,5
103,737789,7174964,"Textile, leather",5,-108,0,5
103,737789,7174964,"Wood, cork, pulp, paper",6,-15278656,0,5
104,739888,7183364,"Chemicals, rubber, plastics",8,-3889722,0,5
104,739888,7183364,Fabricated metal products,10,0,14472347,5
104,739888,7183364,Machinery and equipment,11,-188718,0,5
104,739888,7183364,Ore,3,0,90567389,5
104,739888,7183364,Return materials and recycling,14,-1292289,0,5
104,739888,7183364,Transport equipment,12,-10130161,0,5
104,739888,7183364,"Wood, cork, pulp, paper",6,0,6522813,5
105,669123,7038615,"Agriculture, forest, fishing",1,-7826096,0,5
105,669123,7038615,Fabricated metal products,10,-13148498,0,5
105,669123,7038615,"Food, beverage, tobacco",4,-399073,0,5
105,669123,7038615,Ore,3,-145561189,0,5
105,669123,7038615,Petroleum Products,7,-1191658,0,5
105,669123,7038615,Return materials and recycling,14,-3146149,0,5
105,669123,7038615,Transport equipment,12,-969095,0,5
106,672160,7046809,"Agriculture, forest, fishing",1,0,8557019,5
106,672160,7046809,Fabricated metal products,10,0,19965272,5
106,672160,7046809,"Food, beverage, tobacco",4,0,500521,5
106,672160,7046809,"Furniture, other manufacture",13,0,86638,5
106,672160,7046809,Machinery and equipment,11,0,183626,5
106,672160,7046809,Other non-metallic mineral,9,0,816734,5
106,672160,7046809,Petroleum Products,7,0,9455808,5
106,672160,7046809,Return materials and recycling,14,0,1906167,5
106,672160,7046809,"Wood, cork, pulp, paper",6,0,12811106,5
107,678675,7052051,"Agriculture, forest, fishing",1,-16531235,0,5
107,678675,7052051,Fabricated metal products,10,0,22953098,5
107,678675,7052051,"Food, beverage, tobacco",4,0,936985,5
107,678675,7052051,"Furniture, other manufacture",13,-181536,0,5
107,678675,7052051,Machinery and equipment,11,0,87622,5
107,678675,7052051,Return materials and recycling,14,-1198423,0,5
107,678675,7052051,Transport equipment,12,-3116326,0,5
107,678675,7052051,"Wood, cork, pulp, paper",6,-5273571,0,5
108,682899,7061453,"Agriculture, forest, fishing",1,0,46714486,5
108,682899,7061453,"Chemicals, rubber, plastics",8,-2923914,0,5
108,682899,7061453,Ore,3,-63154636,0,5
108,682899,7061453,Other non-metallic mineral,9,0,426624,5
108,682899,7061453,Return materials and recycling,14,-124596,0,5
109,684688,7063724,"Agriculture, forest, fishing",1,0,5443513,5
109,684688,7063724,"Chemicals, rubber, plastics",8,0,6845117,5
109,684688,7063724,Fabricated metal products,10,-35328482,0,5
109,684688,7063724,"Food, beverage, tobacco",4,0,302590,5
109,684688,7063724,"Furniture, other manufacture",13,0,189208,5
109,684688,7063724,Machinery and equipment,11,-57329,0,5
109,684688,7063724,Other non-metallic mineral,9,-1493217,0,5
109,684688,7063724,Return materials and recycling,14,0,2604899,5
109,684688,7063724,Transport equipment,12,0,3564249,5
110,691068,7068409,"Chemicals, rubber, plastics",8,0,1477365,5
110,691068,7068409,Other non-metallic mineral,9,0,311387,5
110,691068,7068409,Petroleum Products,7,0,2096924,5
110,691068,7068409,Return materials and recycling,14,0,1504752,5
111,697097,7077439,"Agriculture, forest, fishing",1,0,28094445,5
111,697097,7077439,"Chemicals, rubber, plastics",8,-1506381,0,5
111,697097,7077439,Fabricated metal products,10,-22132389,0,5
111,697097,7077439,"Food, beverage, tobacco",4,-551126,0,5
111,697097,7077439,"Furniture, other manufacture",13,-128948,0,5
111,697097,7077439,Machinery and equipment,11,-180611,0,5
111,697097,7077439,Ore,3,-40106986,0,5
111,697097,7077439,Other non-metallic mineral,9,-608607,0,5
111,697097,7077439,Return materials and recycling,14,0,5278601,5
111,697097,7077439,"Textile, leather",5,0,20,5
112,706196,7079794,"Agriculture, forest, fishing",1,-8663004,0,5
112,706196,7079794,"Furniture, other manufacture",13,-222353,0,5
112,706196,7079794,Machinery and equipment,11,0,415348,5
112,706196,7079794,Petroleum Products,7,0,3006536,5
112,706196,7079794,Return materials and recycling,14,0,1859519,5
112,706196,7079794,"Wood, cork, pulp, paper",6,-4097080,0,5
113,708797,7078696,"Agriculture, forest, fishing",1,-22667534,0,5
113,708797,7078696,Fabricated metal products,10,0,2794923,5
113,708797,7078696,"Food, beverage, tobacco",4,0,251415,5
113,708797,7078696,"Furniture, other manufacture",13,0,203105,5
113,708797,7078696,Ore,3,-44010032,0,5
113,708797,7078696,Other non-metallic mineral,9,-124956,0,5
113,708797,7078696,Return materials and recycling,14,0,756201,5
113,708797,7078696,"Wood, cork, pulp, paper",6,-10269685,0,5
114,712568,7078573,"Agriculture, forest, fishing",1,-4478936,0,5
114,712568,7078573,"Chemicals, rubber, plastics",8,-891641,0,5
114,712568,7078573,Fabricated metal products,10,0,7344039,5
114,712568,7078573,"Food, beverage, tobacco",4,-10098,0,5
114,712568,7078573,Ore,3,-16106854,0,5
114,712568,7078573,Other non-metallic mineral,9,0,7679,5
114,712568,7078573,Return materials and recycling,14,-698032,0,5
114,712568,7078573,"Textile, leather",5,-4,0,5
115,713887,7081292,"Agriculture, forest, fishing",1,-16201098,0,5
115,713887,7081292,Fabricated metal products,10,-4616956,0,5
115,713887,7081292,"Food, beverage, tobacco",4,-252843,0,5
115,713887,7081292,"Furniture, other manufacture",13,0,90214,5
115,713887,7081292,Ore,3,-36722876,0,5
115,713887,7081292,Other non-metallic mineral,9,0,652217,5
115,713887,7081292,Return materials and recycling,14,-1931097,0,5
115,713887,7081292,"Wood, cork, pulp, paper",6,0,8848811,5
116,718259,7078813,"Chemicals, rubber, plastics",8,-2992426,0,5
116,718259,7078813,"Food, beverage, tobacco",4,-318534,0,5
116,718259,7078813,Machinery and equipment,11,0,36158,5
116,718259,7078813,Ore,3,0,25344179,5
116,718259,7078813,Other non-metallic mineral,9,0,735486,5
116,718259,7078813,"Textile, leather",5,0,50,5
116,718259,7078813,"Wood, cork, pulp, paper",6,-2709419,0,5
117,721940,7082048,"Agriculture, forest, fishing",1,0,10968126,5
117,721940,7082048,Fabricated metal products,10,-18813480,0,5
117,721940,7082048,"Food, beverage, tobacco",4,0,341419,5
117,721940,7082048,Ore,3,0,29649529,5
117,721940,7082048,Petroleum Products,7,0,8472685,5
117,721940,7082048,Transport equipment,12,-1450298,0,5
117,721940,7082048,"Wood, cork, pulp, paper",6,0,1667338,5
118,726168,7090909,"Agriculture, forest, fishing",1,-16668358,0,5
118,726168,7090909,"Furniture, other manufacture",13,0,215104,5
118,726168,7090909,Machinery and equipment,11,-86543,0,5
118,726168,7090909,Other non-metallic mineral,9,0,541889,5
118,726168,7090909,Petroleum Products,7,-8866598,0,5
118,726168,7090909,Return materials and recycling,14,0,2678933,5
118,726168,7090909,"Textile, leather",5,-83,0,5
118,726168,7090909,Transport equipment,12,-728453,0,5
118,726168,7090909,"Wood, cork, pulp, paper",6,-2600860,0,5
119,609827,7010999,"Agriculture, forest, fishing",1,-8075958,0,5
119,609827,7010999,"Chemicals, rubber, plastics",8,0,1513159,5
119,609827,7010999,"Furniture, other manufacture",13,0,125785,5
119,609827,7010999,Petroleum Products,7,0,8112156,5
119,609827,7010999,"Wood, cork, pulp, paper",6,0,5868842,5
120,609386,7016856,"Agriculture, forest, fishing",1,-29439354,0,5
120,609386,7016856,"Chemicals, rubber, plastics",8,0,1751225,5
120,609386,7016856,"Food, beverage, tobacco",4,-231086,0,5
120,609386,7016856,"Furniture, other manufacture",13,-133776,0,5
120,609386,7016856,Machinery and equipment,11,0,274343,5
120,609386,7016856,Other non-metallic mineral,9,0,157787,5
120,609386,7016856,Petroleum Products,7,0,4864262,5
120,609386,7016856,Return materials and recycling,14,0,1747614,5
120,609386,7016856,"Textile, leather",5,0,39,5
121,610864,7021703,"Agriculture, forest, fishing",1,-16136283,0,5
121,610864,7021703,"Chemicals, rubber, plastics",8,0,2804546,5
121,610864,7021703,Ore,3,-80981601,0,5
121,610864,7021703,Other non-metallic mineral,9,-633892,0,5
